p_val	avg_log2FC	pct.1	pct.2	p_val_adj
NPHS1	1.96114417314446e-12	-3.32344101328351	0.004	0.039	5.18683410913247e-08
KCNH2	1.96693448910031e-12	1.13711621450263	0.031	0.009	5.20214833677249e-08
HIST1H2BF	1.97198422168095e-12	-2.25000827266256	0.011	0.051	5.21550386950179e-08
ICOS	1.97235187778852e-12	-4.47962202390424	0.007	0.043	5.21647624637507e-08
PHKA1	1.97362947301769e-12	1.20908396268625	0.146	0.095	5.21985523023719e-08
EBI3	1.98348321679613e-12	-3.97884457049759	0.006	0.043	5.2459164117824e-08
RBM17	2.02823939634857e-12	0.106060902701665	0.446	0.375	5.36428755546271e-08
TSR2	2.05557042224693e-12	0.279233089222414	0.305	0.242	5.43657265275869e-08
ZNF749	2.07028546381101e-12	-0.830068263910685	0.052	0.113	5.47549099468736e-08
Z94721.1	2.08240105797513e-12	-1.58873913605755	0.019	0.064	5.50753431813262e-08
SURF6	2.11622946518061e-12	0.592870468484411	0.223	0.165	5.59700368950968e-08
RANGAP1	2.12134961300624e-12	-0.957235698285007	0.082	0.152	5.61054545647891e-08
SNRPN	2.12880925806701e-12	-0.110600521261833	0.598	0.465	5.63027472573563e-08
RNLS	2.13249988117486e-12	1.24093061607516	0.175	0.12	5.64003568573127e-08
ATP6V1A	2.13701810327166e-12	-0.720078674692762	0.167	0.255	5.65198547953289e-08
CMKLR1	2.14115318523046e-12	0.903501819776283	0.056	0.024	5.66292194429753e-08
ZFYVE28	2.14556404531452e-12	-1.32864812346085	0.063	0.123	5.67458778704784e-08
AC020978.5	2.15987902672008e-12	-2.23214125334793	0.004	0.039	5.71244804986926e-08
TSPAN31	2.19149220266744e-12	0.636924804687372	0.289	0.233	5.79605857761486e-08
SNPH	2.20633928191471e-12	3.42277480217825	0.018	0.004	5.83532613280804e-08
GATAD1	2.22195919444742e-12	0.422160385861752	0.349	0.287	5.87663767747454e-08
GAREM1	2.22438576890433e-12	0.876930012334185	0.204	0.145	5.88305548159817e-08
TIGIT	2.23501938115186e-12	-4.17723575452513	0.006	0.041	5.91117925927044e-08
YTHDC1	2.23669370181402e-12	0.134827063676354	0.531	0.441	5.91560750255773e-08
ESAM	2.25696194196826e-12	0.23952995965696	0.214	0.143	5.96921294411766e-08
PGM2	2.28011488553432e-12	-0.656163051282796	0.089	0.162	6.03044784926118e-08
HACD3	2.33267480451855e-12	0.257095114871026	0.38	0.302	6.16945832299065e-08
CFAP299	2.34725914542325e-12	-4.54329585387755	0.001	0.033	6.20803098781541e-08
CASKIN2	2.362395919409e-12	-1.41341003913973	0.03	0.08	6.24806472765292e-08
DHTKD1	2.3817152711112e-12	-0.745903167108073	0.097	0.173	6.29916054903491e-08
TMEM192	2.42226212096414e-12	-0.695011343018798	0.134	0.218	6.40639885752597e-08
AC110619.1	2.43435189979654e-12	-5.33956286585199	0	0.03	6.43837390458189e-08
RXFP1	2.44366730679435e-12	-2.39417222713825	0.016	0.058	6.46301129300969e-08
TK2	2.44415667374497e-12	0.487981750483919	0.209	0.15	6.4643055707207e-08
GPR63	2.46876308263081e-12	1.81371772048899	0.064	0.03	6.52938460094195e-08
ZC3H12D	2.4881540411367e-12	-4.03530360417856	0.005	0.04	6.58066980799835e-08
AL138720.1	2.51633850640254e-12	-1.90973234660352	0.011	0.051	6.65521208173345e-08
XKR9	2.54561846547155e-12	-3.15148362730488	0.005	0.04	6.73265171747914e-08
AC110760.1	2.56610374399593e-12	-2.40838422881064	0.004	0.039	6.78683118212043e-08
RGS10	2.57705292506577e-12	-1.69746379496402	0.296	0.361	6.81578957621396e-08
CORO1B	2.59723575760876e-12	-1.10115150994274	0.287	0.361	6.86916913172366e-08
AP1S1	2.64569450840721e-12	-0.928227391493854	0.185	0.274	6.99733283583539e-08
SLC25A18	2.70212723129185e-12	4.8122402674954	0.064	0.031	7.14658610132068e-08
CDCA7L	2.72488478607884e-12	-1.43058573350004	0.032	0.082	7.20677528222131e-08
PTDSS1	2.73622186941114e-12	-1.23623942012088	0.062	0.124	7.23675960021859e-08
DLK2	2.74878743773096e-12	-2.37989231824354	0.008	0.045	7.26999301531084e-08
TPSB2	2.75609194735655e-12	-5.09751035941629	0.024	0.069	7.2893119823686e-08
C1GALT1	2.75977847000064e-12	-1.22383756882285	0.085	0.152	7.2990620974577e-08
ARMC10	2.79468011482462e-12	0.33944580848212	0.309	0.249	7.39136996768816e-08
LINC00910	2.79681870830698e-12	0.524589636034918	0.343	0.275	7.3970261197303e-08
LINC02268	2.82018925003384e-12	2.73892766635786	0.019	0.004	7.45883652848951e-08
AC099489.1	2.84287975881891e-12	-3.10561633315891	0.029	0.078	7.51884838612426e-08
GGH	2.91624763013703e-12	1.14879025786437	0.079	0.041	7.71289173218642e-08
CDYL	2.92645654290847e-12	0.394304775719323	0.321	0.255	7.73989226468433e-08
COL28A1	2.97234504773495e-12	-1.71670289379926	0.005	0.04	7.86125818224939e-08
PCDHB9	2.9856330903914e-12	2.73459860708414	0.013	0.002	7.89640239746717e-08
DDX58	3.01454287904332e-12	0.49619356425712	0.289	0.219	7.97286300649376e-08
CD109	3.03603094414046e-12	-1.45271118848381	0.053	0.111	8.0296946410627e-08
MBNL1-AS1	3.07164481548213e-12	0.877729073913089	0.076	0.038	8.12388620798714e-08
AL158212.2	3.11277407089891e-12	1.45475105439133	0.034	0.012	8.23266486271343e-08
RUBCNL	3.12461767317135e-12	-3.42340060510542	0.008	0.044	8.26398882200357e-08
MATK	3.20379794185641e-12	-3.67359173441695	0.005	0.04	8.47340479662184e-08
FAM181B	3.23863136151497e-12	2.35816551214187	0.031	0.01	8.5655322249348e-08
C2orf27A	3.25288597341099e-12	0.646953869131277	0.186	0.129	8.60323282247737e-08
TWISTNB	3.25481645241288e-12	0.229350419137472	0.296	0.231	8.60833855334159e-08
LINC00486	3.27586037787671e-12	0.158201672159863	0.445	0.374	8.66399552740833e-08
MYO1C	3.3048107770811e-12	0.447790286844075	0.298	0.231	8.7405635432241e-08
ZNF583	3.30511460734702e-12	1.26168750446826	0.1	0.057	8.74136711351139e-08
AC007271.1	3.30598286498389e-12	0.959020081364499	0.038	0.014	8.74366348130939e-08
UBE2G1	3.35252909980804e-12	-0.810162054338835	0.227	0.321	8.86676896317231e-08
GOLGA7	3.35918038317679e-12	0.141583415754739	0.343	0.278	8.88436027742598e-08
AKNA	3.37968263428969e-12	-1.35579406912808	0.079	0.142	8.93858463116937e-08
SCGB2A1	3.39477238639972e-12	-5.07678668268543	0	0.03	8.97849400754998e-08
CD68	3.41604256560069e-12	-2.97620092515296	0.068	0.124	9.03474937750071e-08
PTGS1	3.43274484397239e-12	-3.06392624479913	0.006	0.041	9.07892356333818e-08
LINC01504	3.56262314278749e-12	0.781650119973396	0.169	0.112	9.42242568804434e-08
GPR143	3.62287506137795e-12	-2.99090613750298	0.004	0.037	9.58177996233241e-08
FCER1A	3.63566284979449e-12	-4.9487131654618	0.005	0.04	9.61560110513648e-08
URB1	3.67729874872399e-12	-0.80924341720602	0.082	0.153	9.72571973062521e-08
FOXD2-AS1	3.68827736239596e-12	3.12906064759075	0.011	0.001	9.75475596806482e-08
TMEM246	3.71244779386695e-12	-1.38537809847903	0.014	0.055	9.81868192521932e-08
VSIG2	3.71819752719378e-12	-1.53950696131111	0.01	0.049	9.83388881992212e-08
TAPT1-AS1	3.83690676376601e-12	0.91105212261198	0.154	0.101	1.01478510088083e-07
PARD6G	3.87039854711484e-12	1.50846790015308	0.088	0.048	1.02364300774093e-07
AC119396.1	3.88119562110816e-12	-3.09941986237674	0.013	0.052	1.02649861787069e-07
NOX5	3.88752581738317e-12	-3.67514906872368	0.006	0.041	1.0281728281815e-07
AC008875.3	3.98683231115823e-12	-1.31308070626441	0.053	0.11	1.05443740965513e-07
PITPNM3	4.06589077813332e-12	-2.90224247991017	0.004	0.037	1.0753467930007e-07
IDH1-AS1	4.08712171522971e-12	-1.39735135894085	0.01	0.049	1.08096195124395e-07
MOK	4.13409137965637e-12	1.10085633993565	0.151	0.099	1.09338448809152e-07
RNF128	4.15877408772426e-12	-1.46443286478181	0.007	0.043	1.09991257072131e-07
LAMC2	4.18700654244526e-12	-2.73326902258477	0.013	0.053	1.10737949034592e-07
C14orf119	4.20938426719432e-12	0.209652121293323	0.366	0.296	1.11329795098755e-07
HTRA2	4.21973384742652e-12	0.608451812179192	0.182	0.125	1.11603520796737e-07
AC107204.1	4.26482002933634e-12	2.09687852568507	0.042	0.016	1.12795960135888e-07
LINC02716	4.27149138080837e-12	1.89900605135241	0.025	0.007	1.1297240403962e-07
AC004816.1	4.30788212842393e-12	-3.51102758509236	0.001	0.032	1.13934866532556e-07
STX18	4.35666936689406e-12	0.453445836279222	0.249	0.188	1.15225191415614e-07
GALNT16	4.35951283393963e-12	2.0809138024818	0.043	0.017	1.15300395432035e-07
PAPSS1	4.41820675793241e-12	-0.759642134297033	0.22	0.311	1.16852732333796e-07
AL139260.1	4.43301926991187e-12	0.949706589191744	0.142	0.091	1.17244493650629e-07
RNF44	4.49221311569313e-12	-1.03346100090443	0.06	0.122	1.18810052483852e-07
MFSD3	4.62619502249826e-12	-0.950458094426203	0.047	0.105	1.22353605955034e-07
MIR34AHG	4.63925882747836e-12	1.602644864412	0.053	0.023	1.22699117469148e-07
USE1	4.65994263196267e-12	0.239231437161842	0.273	0.211	1.23246162730149e-07
TBX1	4.6831169425099e-12	-3.80378755761111	0.001	0.032	1.23859076895502e-07
ETV7	4.68515813067161e-12	2.11806849260405	0.031	0.01	1.23913062240003e-07
TPT1-AS1	4.7343755031116e-12	0.575952340503048	0.27	0.208	1.25214763306296e-07
ATP6V0E2	4.73742594846469e-12	-0.830228150199606	0.1	0.173	1.25295441484994e-07
NADK2	4.78096891143622e-12	0.830710094268526	0.21	0.153	1.26447065769665e-07
DIP2A	4.82932590213412e-12	-0.701921880441925	0.186	0.273	1.27726011459643e-07
PODXL2	4.83129695023054e-12	-0.654402656709771	0.058	0.122	1.27778141739697e-07
NF1	4.84956899975733e-12	0.174600482956235	0.513	0.413	1.28261400905582e-07
DPF1	4.87263741786294e-12	2.37609601605099	0.022	0.005	1.28871514427639e-07
KLRG1	4.87853176062586e-12	-2.13221269253464	0.041	0.092	1.29027408005033e-07
GDI1	4.88355271949212e-12	0.489217674229864	0.241	0.183	1.29160202325128e-07
CASP6	4.90122779773961e-12	-0.88006816800089	0.074	0.14	1.29627672794617e-07
ADCY4	4.90978456521413e-12	-1.37447529948101	0.054	0.11	1.29853982180783e-07
PANX2	4.9195459746318e-12	-1.62738602867053	0.006	0.042	1.30112151937062e-07
S100A9	4.92839199668651e-12	-4.00604469025819	0.008	0.045	1.30346111528365e-07
UGGT1	4.98494507684881e-12	-0.734490712848475	0.12	0.199	1.31841827392497e-07
SRSF9	5.09444154335282e-12	-0.146910152573024	0.65	0.51	1.34737789938595e-07
CAND2	5.17268720034765e-12	2.19885778748029	0.038	0.014	1.36807231074795e-07
LRRC9	5.18299381417472e-12	-2.0032902737702	0.004	0.038	1.37079820397293e-07
MAFG	5.22113816976015e-12	0.807447219854111	0.156	0.104	1.38088662313816e-07
GREM1	5.27955765267053e-12	-1.40543372540255	0.006	0.041	1.3963374079783e-07
AC091563.1	5.35490659286726e-12	-2.37417618726163	0.011	0.05	1.41626569568153e-07
HSPA12B	5.39846210999679e-12	-2.97830230837961	0.006	0.04	1.42778525885195e-07
IRF4	5.42921206896316e-12	-4.38496507829105	0.005	0.039	1.43591800799938e-07
DNASE1	5.43409359831446e-12	-0.427947779382127	0.078	0.147	1.43720907488221e-07
TANC1	5.46023922223619e-12	-0.770859256699796	0.258	0.338	1.44412406949703e-07
STX10	5.56538973763047e-12	0.38293476878426	0.24	0.179	1.47193427780851e-07
RNF8	5.65552895774236e-12	0.585597512627028	0.216	0.157	1.4957742987437e-07
BRMS1L	5.6723982467342e-12	0.654880355815473	0.207	0.15	1.50023588829626e-07
EIF4E2	5.70888218968829e-12	0.297629972359204	0.312	0.251	1.50988516152876e-07
FAIM	5.73587463539457e-12	0.786024582398896	0.198	0.144	1.51702412356916e-07
MYO9B	5.7588765859513e-12	-0.954743466568189	0.186	0.271	1.5231076794524e-07
KCNAB2	5.79384200364098e-12	-2.30385324823717	0.034	0.082	1.53235533312297e-07
METTL21A	5.83918312398331e-12	-0.962236528399176	0.109	0.184	1.54434715263111e-07
TOR1A	5.84972518235784e-12	0.681253175202446	0.191	0.136	1.54713531623e-07
TIA1	5.91423361654308e-12	0.52758084418795	0.312	0.253	1.56419650690331e-07
AC016074.2	6.04964173195809e-12	-3.72914586419491	0.006	0.04	1.60000924526827e-07
ACTR3C	6.05329356967464e-12	-0.90971862744423	0.033	0.084	1.60097508330755e-07
LINC01588	6.11974679591324e-12	-1.94414315898292	0.051	0.107	1.61855063258313e-07
TMEM95	6.21449838816113e-12	2.94614391756196	0.014	0.002	1.64361053370086e-07
USP31	6.23719697685744e-12	-1.1265417995441	0.059	0.119	1.64961385643926e-07
AC105450.1	6.25654024505119e-12	-3.53675947584781	0.003	0.034	1.65472976401114e-07
DCAF11	6.2597301445667e-12	-0.887528023709621	0.128	0.209	1.655573428635e-07
RCL1	6.26999046740146e-12	0.604681860144334	0.17	0.113	1.65828707881834e-07
OPN3	6.3614623127502e-12	-1.90746216692337	0.018	0.06	1.68247955247617e-07
RMI1	6.39458617161585e-12	-0.730653431519761	0.058	0.121	1.69124015066896e-07
AF131215.6	6.42451656515453e-12	-3.0684741550034	0.003	0.034	1.69915614115207e-07
DENND1C	6.435588321909e-12	-4.42795690226962	0.004	0.037	1.70208439937849e-07
SUSD4	6.54917755615241e-12	-1.63450841520657	0.008	0.044	1.73212648005119e-07
EIPR1	6.56571306703289e-12	-0.66398622226737	0.074	0.141	1.73649979196886e-07
EIF2S2	6.58099309179962e-12	-0.108369499905396	0.623	0.515	1.74054105291916e-07
EXOSC8	6.62120000365746e-12	0.347267379102066	0.317	0.252	1.75117497696733e-07
BAZ1A	6.64605789116717e-12	-0.701533689340414	0.332	0.425	1.75774939105589e-07
PLXNB1	6.76682530433486e-12	-0.54461189892911	0.039	0.093	1.78968995649048e-07
NHLRC2	6.79080137184396e-12	0.526263251966105	0.299	0.236	1.79603114682529e-07
ARMCX3	6.96368546750019e-12	0.163631598659293	0.404	0.324	1.84175553244445e-07
KPNA5	6.98156040047382e-12	0.64425560989348	0.261	0.2	1.84648309471732e-07
KLF3-AS1	7.00228529404772e-12	-1.07162525801403	0.069	0.132	1.85196441456974e-07
SNUPN	7.08436520918774e-12	0.591836732055356	0.219	0.162	1.87367291052597e-07
HFM1	7.08960460764753e-12	1.78494480858146	0.054	0.024	1.87505862663062e-07
BMP7	7.09608748235679e-12	0.888503463381277	0.076	0.038	1.87677321733372e-07
AC117465.1	7.12025928634922e-12	2.37454755864406	0.034	0.012	1.88316617605364e-07
ADRM1	7.12594241745286e-12	0.171117169623553	0.327	0.261	1.88466925056793e-07
CD164	7.31242430481563e-12	-0.108244408829642	0.579	0.45	1.93398998013764e-07
AC093305.1	7.32706005195605e-12	4.78209864768776	0.01	0.001	1.93786084254134e-07
LINC01847	7.49302997354681e-12	3.59892293658317	0.01	0.001	1.98175656740366e-07
SLC5A9	7.49698476136288e-12	2.14944330965446	0.018	0.004	1.98280252968525e-07
SLTM	7.56299446690376e-12	0.140616222795301	0.523	0.447	2.00026077660671e-07
ZSWIM3	7.58882591602207e-12	0.946098403867041	0.093	0.051	2.00709267826952e-07
HDAC11	7.60973054405209e-12	2.8934834117525	0.097	0.055	2.0126215342909e-07
RASA3	7.83428821366827e-12	0.319496364631999	0.184	0.121	2.07201254675098e-07
AL353653.1	7.8861642989879e-12	3.16457132536847	0.013	0.002	2.08573273379632e-07
AC104365.1	7.91460610237671e-12	-2.04336161080019	0.026	0.072	2.09325502195659e-07
RBM27	7.95040069967536e-12	0.157848832078231	0.408	0.336	2.10272197705014e-07
TMEM128	8.04706271854431e-12	0.699474355784385	0.208	0.152	2.1282871478006e-07
SLC29A2	8.04930434660255e-12	-1.47811402243789	0.008	0.045	2.12888001358944e-07
LILRB1	8.11442961349304e-12	-4.38225215707111	0.003	0.034	2.14610434417664e-07
TMA16	8.14356718417868e-12	0.335153373349468	0.303	0.24	2.15381064887158e-07
SMOX	8.17744063898186e-12	-0.856153360205519	0.086	0.157	2.16276950019792e-07
NIT2	8.19320684869891e-12	0.383607240422461	0.267	0.209	2.16693934734389e-07
GCSAML	8.22076268626635e-12	-3.86805063553195	0.001	0.032	2.17422731526372e-07
LNX1-AS1	8.48990461677905e-12	-3.40615132851798	0.003	0.034	2.24540997304572e-07
COA3	8.55537388074283e-12	-0.124723925695022	0.425	0.335	2.26272528397886e-07
TRIM22	8.72164219188769e-12	0.146750844060121	0.376	0.297	2.30669992691046e-07
PLAAT4	8.74701941049564e-12	-0.351289513171155	0.444	0.336	2.31341169368789e-07
RTN4RL2	8.81832180611443e-12	2.11456820703202	0.044	0.018	2.33226975128114e-07
C11orf24	8.83199875141896e-12	1.01902314965319	0.09	0.049	2.33588702977529e-07
ANKIB1	8.84952813889299e-12	0.363912470381593	0.371	0.303	2.34052320217442e-07
LAGE3	8.86788258086192e-12	0.28862283597132	0.314	0.255	2.34537758498636e-07
BAIAP2	9.17339191234415e-12	-0.654319822265483	0.2	0.287	2.42617869297678e-07
RWDD4	9.18242219543945e-12	0.410631082226387	0.25	0.191	2.42856702224983e-07
PLPP7	9.21875237736041e-12	1.89533140420582	0.023	0.006	2.43817562876428e-07
AL451123.1	9.32334957015992e-12	1.60641070975841	0.027	0.008	2.4658394943159e-07
MRPL14	9.46304285524209e-12	0.208244238615434	0.314	0.252	2.50278557435443e-07
SPATA17	9.49364139774377e-12	-0.961173742774665	0.031	0.081	2.51087827687527e-07
RASGRP1	9.67142536306658e-12	-2.97268025592185	0.013	0.052	2.55789858002385e-07
CKMT1B	9.6983123370807e-12	-4.27448814684757	0.001	0.03	2.5650096469111e-07
AC244102.4	9.75230203925307e-12	4.50160827906973	0.01	0.001	2.57928884334165e-07
AC104825.1	9.81243929605716e-12	-0.765889647528976	0.017	0.06	2.5951939450212e-07
EHD1	9.94106922819766e-12	0.477044982061498	0.21	0.15	2.62921398947372e-07
SECTM1	1.00293851568756e-11	-1.962466054619	0.026	0.073	2.65257178629046e-07
STEAP2-AS1	1.00323160804115e-11	-0.863064245917271	0.046	0.102	2.65334695694724e-07
NAA16	1.00624364570407e-11	0.482488046806686	0.313	0.249	2.66131319415813e-07
SND1-IT1	1.02496260130527e-11	-0.892368421593122	0.017	0.058	2.71082108793217e-07
EXOSC3	1.03378687693705e-11	0.433715189791636	0.239	0.182	2.73415953212311e-07
NFIA-AS2	1.03396241247726e-11	0.918261955615577	0.027	0.008	2.73462378851985e-07
DEF8	1.0365659039342e-11	0.699637378467111	0.184	0.13	2.74150950272516e-07
CHM	1.03664217379883e-11	0.375755343904797	0.336	0.273	2.74171122126315e-07
DDA1	1.0408183772402e-11	0.508584587224657	0.209	0.152	2.75275644412488e-07
STX19	1.05457190103737e-11	-1.7200704238536	0.016	0.057	2.78913176386364e-07
LRRC63	1.07990562268531e-11	-2.30601723463124	0.006	0.04	2.85613439087812e-07
STXBP1	1.09628090013116e-11	0.653626393551059	0.181	0.125	2.89944372466689e-07
MTMR12	1.10558778810519e-11	-0.521069320934805	0.126	0.206	2.92405858198061e-07
AL158152.1	1.1105873535809e-11	0.755931881422814	0.235	0.176	2.93728143275076e-07
VEGFC	1.11232446580497e-11	-3.12911041315653	0.006	0.041	2.94187574716098e-07
LINC02269	1.12117843985762e-11	2.05917283033726	0.012	0.002	2.96529273773542e-07
ZCCHC2	1.1395576674337e-11	-0.668324480842474	0.161	0.245	3.01390211882866e-07
C12orf42	1.14570171624859e-11	-4.93607352359234	0.003	0.034	3.03015189913426e-07
DNAJC18	1.14812370983127e-11	1.34613956211615	0.136	0.086	3.03655758776174e-07
DNMT1	1.14992634890764e-11	0.207465090917097	0.256	0.187	3.04132520759094e-07
MYB	1.15417666844749e-11	-3.97914445413935	0.003	0.035	3.05256645270992e-07
MRPS11	1.17737172395197e-11	0.385684054688768	0.276	0.218	3.11391273550816e-07
ARHGEF16	1.17752044727776e-11	-1.82667703034606	0.008	0.044	3.11430607896023e-07
AL121899.1	1.21058103672704e-11	-2.74906706224578	0.003	0.035	3.20174472593567e-07
PPIE	1.21814325788015e-11	0.284566344814878	0.295	0.235	3.22174528844142e-07
STK25	1.22297298112854e-11	0.452222753966048	0.258	0.2	3.23451894048876e-07
WWP2	1.22723843153479e-11	-0.667659316251981	0.139	0.22	3.24580020372321e-07
EMID1	1.22915601784867e-11	-1.18151227291112	0.045	0.099	3.25087183600617e-07
CAND1	1.23654512158047e-11	0.383698800572054	0.357	0.295	3.27041453755603e-07
FBH1	1.23745641843233e-11	0.591184974993495	0.257	0.201	3.27282473546983e-07
GRAMD1C	1.24314692200367e-11	-1.54726108431585	0.027	0.073	3.2878749793153e-07
HSD11B1-AS1	1.24844414989957e-11	0.855882619144537	0.048	0.02	3.30188508765438e-07
NMNAT3	1.2484955105806e-11	1.18215458215526	0.119	0.073	3.30202092638358e-07
PANX1	1.28640801041497e-11	1.61585397391364	0.085	0.046	3.40229190594552e-07
SGSM1	1.29236121763806e-11	-1.41976033402482	0.019	0.062	3.41803694840915e-07
POU6F2	1.29653347554143e-11	-4.41833152245156	0.002	0.032	3.42907173611198e-07
KIF6	1.30291596222629e-11	1.75392712166489	0.037	0.014	3.4459521368961e-07
OS9	1.30495476266037e-11	0.127093218747787	0.482	0.39	3.45134435628416e-07
CNIH3	1.3081070749374e-11	0.821441905441905	0.131	0.082	3.45968159179445e-07
SERPINB5	1.31534907641737e-11	-4.36758506463839	0.001	0.031	3.47883523730866e-07
RIF1	1.32549998105748e-11	0.231109971960406	0.392	0.323	3.50568234990082e-07
AC104667.2	1.33172837846901e-11	-4.69963019300198	0.001	0.03	3.52215521537484e-07
ZNF471	1.34058700190374e-11	1.32756778982962	0.117	0.072	3.54558450263501e-07
LILRB4	1.34448286174057e-11	-4.3262190920488	0.004	0.036	3.55588827273146e-07
SBK1	1.34734712576101e-11	-4.18586766518437	0.001	0.03	3.56346367821272e-07
AC034139.1	1.34764586192382e-11	1.38585548410793	0.068	0.034	3.56425377561612e-07
ARHGEF10L	1.37932988065212e-11	0.939790577350149	0.116	0.072	3.64805166834874e-07
ST8SIA1	1.38793547386327e-11	-1.24319041313766	0.047	0.102	3.67081174127357e-07
TMEM164	1.40540713387081e-11	-0.558326868945055	0.113	0.189	3.71702078766151e-07
C2CD4B	1.41053074940784e-11	-3.2831292146073	0.004	0.036	3.73057172603386e-07
AF165147.1	1.41159126378805e-11	0.835729699592366	0.154	0.1	3.73337657446665e-07
ZC2HC1C	1.43043129966348e-11	1.89526051850704	0.048	0.02	3.78320470134998e-07
CSNK2A1	1.4430512170754e-11	0.200903314334312	0.404	0.335	3.81658185892103e-07
SLC30A1	1.4814261779655e-11	-0.921463026207929	0.085	0.151	3.91807595548314e-07
CDC42SE1	1.48590949777826e-11	-0.777319558202411	0.233	0.324	3.92993343972394e-07
NDUFS1	1.48701371670645e-11	0.24186016552028	0.359	0.293	3.93285387794522e-07
ENPP3	1.50776095345206e-11	-3.17275598054251	0.007	0.041	3.98772616969001e-07
AL645465.1	1.50967254868126e-11	-0.803229895326792	0.048	0.104	3.9927819567522e-07
PBDC1	1.51620317684978e-11	0.253397326979814	0.302	0.241	4.0100541621323e-07
CREBZF	1.52709836426568e-11	0.488594359974948	0.307	0.248	4.03886975380987e-07
PBXIP1	1.5274514994883e-11	0.227687832784063	0.327	0.261	4.03980372584666e-07
GRAMD1B	1.53240431484419e-11	-1.66885730540819	0.039	0.09	4.0529029318999e-07
DOC2A	1.5655196272402e-11	-2.88623953642047	0.006	0.039	4.14048631012489e-07
TRIM26	1.57382099222122e-11	-0.829517240576217	0.154	0.235	4.16244176022667e-07
ALDH5A1	1.58166190884096e-11	-0.98701542634254	0.039	0.091	4.18317941650258e-07
AKNAD1	1.59718639143326e-11	1.14773044128433	0.134	0.086	4.22423856806268e-07
TAF7L	1.60997949027957e-11	1.45753525980983	0.014	0.002	4.25807375589141e-07
CCDC6	1.62210611797192e-11	-0.714077342339157	0.237	0.326	4.29014626081215e-07
PCDHB13	1.63215593885513e-11	2.19146800949919	0.025	0.007	4.31672602708404e-07
TDG	1.64223169519502e-11	0.282306373234219	0.341	0.276	4.34337438745179e-07
B3GAT1	1.64441577894901e-11	-5.24423441305698	0	0.028	4.34915085216435e-07
OTUD3	1.66173876104749e-11	1.18824812366858	0.116	0.071	4.3949666752184e-07
OR2A1-AS1	1.67242089602129e-11	1.1851367088502	0.087	0.048	4.4232187857971e-07
CCNO	1.73447543806654e-11	-3.83068422932477	0.001	0.029	4.58734063859837e-07
EFHC2	1.73518673147608e-11	0.924282863236554	0.051	0.022	4.58922186740793e-07
DHDH	1.74174884738415e-11	-0.786648384977096	0.046	0.101	4.6065773515616e-07
HUNK	1.77154424391107e-11	1.57698743297473	0.043	0.017	4.685380216296e-07
NEU3	1.77379956402304e-11	-0.756734140123511	0.034	0.085	4.69134508692815e-07
ZNF239	1.77479412951036e-11	1.79741612849351	0.042	0.017	4.69397551372901e-07
IRF8	1.77865321750204e-11	-2.22910379230157	0.052	0.104	4.70418202964939e-07
TXLNA	1.78362700245089e-11	0.670145881848068	0.235	0.179	4.7173366960821e-07
LEPR	1.80455774315835e-11	-1.34036972137678	0.119	0.182	4.77269431910521e-07
TNKS	1.82359180357135e-11	0.377340904928163	0.416	0.345	4.8230356020855e-07
BLVRB	1.82858745149183e-11	-0.177233274835938	0.477	0.371	4.83624809170559e-07
ARHGAP18	1.83229306727083e-11	-1.21642146932573	0.306	0.383	4.84604870431789e-07
SCNN1G	1.84504461009219e-11	-4.66765796143756	0.001	0.029	4.87977398477182e-07
FYTTD1	1.8508851563057e-11	0.214798444904269	0.331	0.267	4.89522106139731e-07
CASC19	1.85620327665141e-11	-4.95703965669009	0.001	0.029	4.90928642608766e-07
KCTD11	1.85631006527834e-11	1.39626526209632	0.082	0.044	4.90956886064815e-07
AC005064.1	1.85732277589544e-11	-4.7329504167222	0.001	0.029	4.91224727768825e-07
PRDM8	1.86047539343622e-11	0.410824266337489	0.159	0.106	4.92058532056013e-07
TAF6	1.86875663485245e-11	0.963253164217841	0.132	0.085	4.94248754785775e-07
FBXO8	1.89857566781943e-11	0.536562107431536	0.2	0.146	5.02135292624882e-07
RAB37	1.93250322712633e-11	-0.183444174418662	0.071	0.035	5.11108453510372e-07
FPGT	1.93981722357179e-11	0.941586749855674	0.177	0.126	5.13042859290267e-07
CLEC12A	1.976071327403e-11	-3.70607819500524	0.004	0.035	5.22631344671545e-07
FAM221A	2.03666753602237e-11	-0.990951402492005	0.04	0.093	5.38657829927196e-07
ADRA1A	2.05614249456423e-11	2.71761234741504	0.023	0.006	5.43808566962348e-07
POMGNT1	2.10346605707526e-11	-0.677490274651892	0.074	0.139	5.56324702775265e-07
EPHA6	2.10689291919316e-11	-1.19137287679665	0.01	0.047	5.57231039268207e-07
FAM177B	2.11656041699876e-11	-2.19568125837298	0.017	0.058	5.59787899087833e-07
PARP2	2.11687993674464e-11	0.877745767612479	0.125	0.078	5.59872405670222e-07
PPP1R26-AS1	2.12056793145499e-11	-1.59227189340443	0.008	0.043	5.60847806511217e-07
ZNF107	2.14356570444455e-11	-1.19124426503216	0.081	0.145	5.66930257511494e-07
HOXB7	2.14364294269600e-11	-4.160023519641	0.003	0.033	5.66950685484239e-07
FSTL4	2.15443572500136e-11	-3.05142895368394	0.003	0.033	5.6980516054836e-07
ZNF618	2.17420071325909e-11	0.707694273257417	0.191	0.135	5.75032604642763e-07
